micronaut-projects;micronaut-core;micronaut-projects/micronaut-core;.github/workflows/gradle.yml;sonar;false
rodolphocastro;FriendlyCondo;rodolphocastro/FriendlyCondo;.github/workflows/build-scan.yml;sonar;false
raghuganapathyUCR;micronaut-core;raghuganapathyUCR/micronaut-core;.github/workflows/gradle.yml;sonar;false
micronaut-projects;micronaut-data;micronaut-projects/micronaut-data;.github/workflows/gradle.yml;sonar;false
watcha-fr;watcha-android;watcha-fr/watcha-android;.github/workflows/tests.yml;sonar;false
Umestl-9;Instant_messaging_Matrix-Protocol;Umestl-9/Instant_messaging_Matrix-Protocol;.github/workflows/tests.yml;sonar;false
carlspring;s3fs-nio;carlspring/s3fs-nio;.github/workflows/build.yml;sonar;false
florentinv;android-rpg-companion;florentinv/android-rpg-companion;.github/workflows/android_build.yml;sonar;false
kirmanak;Mealient;kirmanak/Mealient;.github/workflows/check.yml;sonar;false
kestra-io;kestra;kestra-io/kestra;.github/workflows/main.yml;sonar;false
ProjectEKA;health-information-user;ProjectEKA/health-information-user;.github/workflows/feature-branches.yml;sonar;false
SwissCovid;swisscovid-app-android;SwissCovid/swisscovid-app-android;.github/workflows/android.yml;sonar;false
GoogleContainerTools;jib;GoogleContainerTools/jib;.github/workflows/sonar.yml;sonar;false
catenax-ng;product-edc;catenax-ng/product-edc;.github/workflows/build.yaml;sonar;false
Zetten;bazel-dependencies-gradle-plugin;Zetten/bazel-dependencies-gradle-plugin;.github/workflows/build.yml;sonar;false
goldy1992;Mp3Player;goldy1992/Mp3Player;.github/workflows/pull-requests-to-master-workflow.yml;sonar;false
Shikkanime;core;Shikkanime/core;.github/workflows/global_workflow.yml;sonar;false
radixdlt;babylon-node;radixdlt/babylon-node;.github/workflows/ci.yml;sonar;false
vivekweb2013;audio-recorder;vivekweb2013/audio-recorder;.github/workflows/ci.yaml;sonar;false
jamesmudd;jhdf;jamesmudd/jhdf;.github/workflows/sonarqube.yml;sonar;false
simonpoole;OpeningHoursFragment;simonpoole/OpeningHoursFragment;.github/workflows/android.yml;sonar;false
Liber-UFPE;project-starter;Liber-UFPE/project-starter;.github/workflows/build.yml;sonar;false
sixhours-team;memcached-spring-boot;sixhours-team/memcached-spring-boot;.github/workflows/build.yml;sonar;false
element-hq;element-x-android;element-hq/element-x-android;.github/workflows/sonar.yml;sonar;false
