cdapio;cdap;cdapio/cdap;.github/workflows/build-sonar.yml;sonar;false
jbehave;jbehave-core;jbehave/jbehave-core;.github/workflows/build.yml;sonar;false
bluntWu;cloudstack;bluntWu/cloudstack;.github/workflows/sonar-check.yml;sonar;false
meetaseth;quarkus;meetaseth/quarkus;.github/workflows/sonarcloud.yml;sonar;false
CS1632-Spring2024;supplementary-exercise-4-ci-cd-pipelines-E-Wick;CS1632-Spring2024/supplementary-exercise-4-ci-cd-pipelines-E-Wick;.github/workflows/maven-ci.yml;sonar;false
CRaC;quarkus-old;CRaC/quarkus-old;.github/workflows/sonarcloud.yml.disabled;sonar;false
eduardo-chan;implementaci-n---oauth;eduardo-chan/implementaci-n---oauth;.github/workflows/maven.yml;sonar;false
CS1632-Spring2024;supplementary-exercise-4-ci-cd-pipelines-RafaelHollero;CS1632-Spring2024/supplementary-exercise-4-ci-cd-pipelines-RafaelHollero;.github/workflows/maven-ci.yml;sonar;false
testorg-jb;jackrabbit-xincremental;testorg-jb/jackrabbit-xincremental;.github/workflows/build.yml;sonar;false
csaba012;ivt-lab;csaba012/ivt-lab;.github/workflows/build.yaml;sonar;false
CS1632-Spring2024;supplementary-exercise-4-ci-cd-pipelines-jeremyB2;CS1632-Spring2024/supplementary-exercise-4-ci-cd-pipelines-jeremyB2;.github/workflows/maven-ci.yml;sonar;false
meetaseth;quarkus;meetaseth/quarkus;.github/workflows/sonarcloud.yml.disabled;sonar;false
raymond-allen-sonarsource;maven;raymond-allen-sonarsource/maven;.github/workflows/build.yml;sonar;false
matesze41;ivt-lab;matesze41/ivt-lab;.github/workflows/build.yml;sonar;false
CS1632;supplementary-exercise-4-ci-cd-pipelines-krduffy;CS1632/supplementary-exercise-4-ci-cd-pipelines-krduffy;.github/workflows/maven-ci.yml;sonar;false
gabrielepandini;OpenMRS-AS-Refactoring;gabrielepandini/OpenMRS-AS-Refactoring;.github/workflows/build.yaml;sonar;false
CS1632-Spring2024;supplementary-exercise-4-ci-cd-pipelines-LordOfBeans;CS1632-Spring2024/supplementary-exercise-4-ci-cd-pipelines-LordOfBeans;.github/workflows/maven-ci.yml;sonar;false
iluwatar;java-design-patterns;iluwatar/java-design-patterns;.github/workflows/maven-pr-builder.yml;sonar;false
teamlead;spring-microservices-kubernetes-demo;teamlead/spring-microservices-kubernetes-demo;.github/workflows/build-and-analyze.yml;sonar;false
CS1632-Spring2024;supplementary-exercise-4-ci-cd-pipelines-dwm39;CS1632-Spring2024/supplementary-exercise-4-ci-cd-pipelines-dwm39;.github/workflows/maven-ci.yml;sonar;false
AlbanAndrieu;jenkins-pipeline-scripts;AlbanAndrieu/jenkins-pipeline-scripts;.github/workflows/maven-build.yml;sonar;false
tanhaok;eStore;tanhaok/eStore;.github/workflows/ci-product.yaml;sonar;false
spring-petclinic;spring-framework-petclinic;spring-petclinic/spring-framework-petclinic;.github/workflows/maven-build.yml;sonar;false
gsmet;quarkus-renovate;gsmet/quarkus-renovate;.github/workflows/sonarcloud.yml;sonar;false
baloise-incubator;codeql2sonar-maven-plugin;baloise-incubator/codeql2sonar-maven-plugin;.github/workflows/codeql-analysis.yml;sonar;false
izzat-najah-edu;carpet-cleaning-service-management;izzat-najah-edu/carpet-cleaning-service-management;.github/workflows/build.yml.ignore;sonar;false
kafbat;kafka-ui;kafbat/kafka-ui;.github/workflows/backend_tests.yml;sonar;false
SAP;olingo-jpa-processor-v4;SAP/olingo-jpa-processor-v4;.github/workflows/sonar.yml;sonar;false
tpayne;devops-coord-framework;tpayne/devops-coord-framework;.github/workflows/codeanalysis.yaml;sonar;false
camel-tooling;camel-dap-client-eclipse;camel-tooling/camel-dap-client-eclipse;.github/workflows/main.yml;sonar;false
Netcentric;aem-cloud-validator;Netcentric/aem-cloud-validator;.github/workflows/maven.yml;sonar;false
tlabs-data;tablesaw-parquet;tlabs-data/tablesaw-parquet;.github/workflows/main.yml;sonar;false
woped;T2P;woped/T2P;.github/workflows/main.yml;sonar;false
PiekJ;jambot;PiekJ/jambot;.github/workflows/analyze.yml;sonar;false
Ali-chakaroun;ISEP-LivingDocumentation;Ali-chakaroun/ISEP-LivingDocumentation;.github/workflows/sonar.yaml;sonar;false
softwaremagico;KendoTournamentManager;softwaremagico/KendoTournamentManager;.github/workflows/backend.yml;sonar;false
cananozyol;read-and-meet-capstone-project;cananozyol/read-and-meet-capstone-project;.github/workflows/sonar-backen.yml;sonar;false
yurake;k8s-3tier-webapp;yurake/k8s-3tier-webapp;.github/workflows/java-ci.yml;sonar;false
digital-delivery-academy;selenium-pom-framework;digital-delivery-academy/selenium-pom-framework;.github/workflows/maven.yml;sonar;false
ita-social-projects;GreenCityChat;ita-social-projects/GreenCityChat;.github/workflows/main.yml;sonar;false
luiinge;maven-properties-gen;luiinge/maven-properties-gen;.github/workflows/quality.yml;sonar;false
nashtech-garage;yas;nashtech-garage/yas;.github/workflows/inventory-ci.yaml;sonar;false
jinahya;assertj-bean-validation;jinahya/assertj-bean-validation;.github/workflows/maven.yml;sonar;false
csowada;openhab-ebus-binding;csowada/openhab-ebus-binding;.github/workflows/maven.yml;sonar;false
IUTInfoAix-M3106;TutoJdbc;IUTInfoAix-M3106/TutoJdbc;.github/workflows/mvn_build.yml;sonar;false
frankframework;frankframework;frankframework/frankframework;.github/workflows/maven-build.yml;sonar;false
opt-nc;opt-logging;opt-nc/opt-logging;.github/workflows/sonarsource-scan;sonar;false
patrickfav;bcrypt;patrickfav/bcrypt;.github/workflows/build_deploy.yml;sonar;false
ProconsoleCarlo;pairone;ProconsoleCarlo/pairone;.github/workflows/maven.yml;sonar;false
nroduit;weasis-dicom-tools;nroduit/weasis-dicom-tools;.github/workflows/maven.yml;sonar;false
micycle1;JMedialAxis;micycle1/JMedialAxis;.github/workflows/maven.yml;sonar;false
metersphere;metersphere;metersphere/metersphere;.github/workflows/sonar.yml;sonar;false
prieux;DITExplorer;prieux/DITExplorer;.github/workflows/maven.yml;sonar;false
robtimus;ip-utils;robtimus/ip-utils;.github/workflows/sonarcloud.yml;sonar;false
jfrchicanog;EfficientHillClimbers;jfrchicanog/EfficientHillClimbers;.github/workflows/maven.yml;sonar;false
CARiSMA-Tool;carisma-tool;CARiSMA-Tool/carisma-tool;.github/workflows/sonarcloud.yml;sonar;false
final-projects;final-security;final-projects/final-security;.github/workflows/ci.yml;sonar;false
dapopovic;SE2_Anti-Monopoly;dapopovic/SE2_Anti-Monopoly;.github/workflows/sonarcloud.yml;sonar;false
iFrugal;iFrugal-parent;iFrugal/iFrugal-parent;.github/workflows/release-action.yml;sonar;false
fhhagenberg-sqe-mcm-ws20;elevator-control-center-team-g;fhhagenberg-sqe-mcm-ws20/elevator-control-center-team-g;.github/workflows/maven.yml;sonar;false
Swasth-Digital-Health-Foundation;hcx-platform;Swasth-Digital-Health-Foundation/hcx-platform;.github/workflows/maven.yml;sonar;false
strmark;piclodio4;strmark/piclodio4;.github/workflows/maven.yml;sonar;false
coder77377;jplag_removed_dep_1;coder77377/jplag_removed_dep_1;.github/workflows/sonarcloud-pr.yml;sonar;false
eclipse-tractusx;item-relationship-service;eclipse-tractusx/item-relationship-service;.github/workflows/irs-build.yml;sonar;false
fugerit-org;fj-doc-mod-jxl;fugerit-org/fj-doc-mod-jxl;.github/workflows/sonarcloud-maven.yml;sonar;false
exasol;udf-api-java;exasol/udf-api-java;.github/workflows/ci-build.yml;sonar;false
Informatievlaanderen;VSDS-Linked-Data-Interactions;Informatievlaanderen/VSDS-Linked-Data-Interactions;.github/workflows/1.a-build-pr.yml;sonar;false
exasol;test-db-builder-java;exasol/test-db-builder-java;.github/workflows/ci-build.yml;sonar;false
iti-ict;wakamiti;iti-ict/wakamiti;.github/workflows/validate_pr.yml;sonar;false
nashtech-garage;yas;nashtech-garage/yas;.github/workflows/payment-ci.yaml;sonar;false
wnch;selectdb;wnch/selectdb;.github/workflows/sonarcloud.yml;sonar;false
nashtech-garage;yas;nashtech-garage/yas;.github/workflows/backoffice-bff-ci.yaml;sonar;false
kpouer;Roadwork;kpouer/Roadwork;.github/workflows/sonar.yml;sonar;false
tanhaok;eStore;tanhaok/eStore;.github/workflows/ci-email.yaml;sonar;false
fabricepipart;mgp-timings;fabricepipart/mgp-timings;.github/workflows/sonar.yml;sonar;false
JorelAli;CommandAPI;JorelAli/CommandAPI;.github/workflows/sonar.yml;sonar;false
GeorgH93;PCGF_PluginLib;GeorgH93/PCGF_PluginLib;.github/workflows/sonarcloud.yml;sonar;false
streamthoughts;jikkou;streamthoughts/jikkou;.github/workflows/maven-build.yml;sonar;false
navikt;common-java-modules;navikt/common-java-modules;.github/workflows/sonarcloud.yml;sonar;false
tspascoal-demo2;MyShuttle;tspascoal-demo2/MyShuttle;.github/workflows/ci-cd.yml;sonar;false
cptn-io;el-cptn;cptn-io/el-cptn;.github/workflows/SonarCloud.yml;sonar;false
ulisse1996;jaorm;ulisse1996/jaorm;.github/workflows/maven.yml;sonar;false
omnifaces;omnifaces;omnifaces/omnifaces;.github/workflows/4.x.maven.yml;sonar;false
SE2024EventPlaner;Event-planner-system;SE2024EventPlaner/Event-planner-system;.github/workflows/main.yml;sonar;false
eusebiu-biroas;randomfiles.io-api;eusebiu-biroas/randomfiles.io-api;.github/workflows/build.yml;sonar;false
orbinson;aem-dictionary-translator;orbinson/aem-dictionary-translator;.github/workflows/analyse.yml;sonar;false
Marthym;scraphead;Marthym/scraphead;.github/workflows/build.yml;sonar;false
AzBuilder;terrakube-spring-boot-starter;AzBuilder/terrakube-spring-boot-starter;.github/workflows/pull_request.yml;sonar;false
GluuFederation;oxAuth;GluuFederation/oxAuth;.github/workflows/central_code_quality_check.yml;sonar;false
valtech;aem-advanced-permissions-manager;valtech/aem-advanced-permissions-manager;.github/workflows/maven.yml;sonar;false
Swasth-Digital-Health-Foundation;integration-sdks;Swasth-Digital-Health-Foundation/integration-sdks;.github/workflows/maven.yml;sonar;false
valtech-ch;saas-aem-module;valtech-ch/saas-aem-module;.github/workflows/main.yml;sonar;false
biodiv-platform;naksha-api;biodiv-platform/naksha-api;.github/workflows/build.yml;sonar;false
ythirion;refactoring-journey;ythirion/refactoring-journey;.github/workflows/build.yml;sonar;false
patrickfav;density-converter;patrickfav/density-converter;.github/workflows/build_deploy.yml;sonar;false
nfalco79;tools-ant;nfalco79/tools-ant;.github/workflows/build.yml;sonar;false
Ahmedelsa3eed;Student-Unity;Ahmedelsa3eed/Student-Unity;.github/workflows/backend.yml;sonar;false
alapierre;java-commons;alapierre/java-commons;.github/workflows/build.yml;sonar;false
exasol;extension-manager;exasol/extension-manager;.github/workflows/ci-build.yml;sonar;false
exasol;db2-virtual-schema;exasol/db2-virtual-schema;.github/workflows/ci-build.yml;sonar;false
rohankumardubey;quarkus;rohankumardubey/quarkus;.github/workflows/sonarcloud.yml.disabled;sonar;false
Learning-4ever;java-design-patterns;Learning-4ever/java-design-patterns;.github/workflows/maven-pr-builder.yml;sonar;false
skygitee;java-design-patterns;skygitee/java-design-patterns;.github/workflows/maven-pr-builder.yml;sonar;false
karunsuresh123;spring-framework-petclinic;karunsuresh123/spring-framework-petclinic;.github/workflows/maven-build.yml;sonar;false
TarekBenSalama;quarkus;TarekBenSalama/quarkus;.github/workflows/sonarcloud.yml;sonar;false
robtimus;ip-validation;robtimus/ip-validation;.github/workflows/sonarcloud.yml;sonar;false
coder77377;jplag_removed_dep_3;coder77377/jplag_removed_dep_3;.github/workflows/sonarcloud-pr.yml;sonar;false
coder77377;jplag_removed_dep_4;coder77377/jplag_removed_dep_4;.github/workflows/sonarcloud-pr.yml;sonar;false
coder77377;jplag_removed_dep_0;coder77377/jplag_removed_dep_0;.github/workflows/sonarcloud-pr.yml;sonar;false
coder77377;jplag_removed_dep_2;coder77377/jplag_removed_dep_2;.github/workflows/sonarcloud-pr.yml;sonar;false
GluuFederation;gluu-passport;GluuFederation/gluu-passport;.github/workflows/central_code_quality_check.yml;sonar;false
GluuFederation;fido2;GluuFederation/fido2;.github/workflows/central_code_quality_check.yml;sonar;false
GluuFederation;gluu-opendj4;GluuFederation/gluu-opendj4;.github/workflows/central_code_quality_check.yml;sonar;false
exasol;hana-virtual-schema;exasol/hana-virtual-schema;.github/workflows/ci-build.yml;sonar;false
TiagoC18;medConnect;TiagoC18/medConnect;.github/workflows/build.yml;sonar;false
CS1632;supplementary-exercise-4-ci-cd-pipelines-MAB688;CS1632/supplementary-exercise-4-ci-cd-pipelines-MAB688;.github/workflows/maven-ci.yml;sonar;false
CS1632-Spring2024;supplementary-exercise-4-ci-cd-pipelines-MiniMell8910;CS1632-Spring2024/supplementary-exercise-4-ci-cd-pipelines-MiniMell8910;.github/workflows/maven-ci.yml;sonar;false
CS1632-Spring2024;supplementary-exercise-4-ci-cd-pipelines-Janai06;CS1632-Spring2024/supplementary-exercise-4-ci-cd-pipelines-Janai06;.github/workflows/maven-ci.yml;sonar;false
th-schwarz;DynDRest;th-schwarz/DynDRest;.github/workflows/build-and-analyse.yml;sonar;false
robtimus;sftp-fs;robtimus/sftp-fs;.github/workflows/sonarcloud.yml;sonar;false
scaleracademy;twitter-backend-java;scaleracademy/twitter-backend-java;.github/workflows/twitter-backend-pr-checker.yml;sonar;false
gazbert;bxbot;gazbert/bxbot;.github/workflows/maven.yml;sonar;false
axel3rd;mpg-coach-bot;axel3rd/mpg-coach-bot;.github/workflows/pull-request.yml;sonar;false
com-pas;compas-core;com-pas/compas-core;.github/workflows/sonarcloud-analysis.yml;sonar;false
PabloFerRiver;PruebaStarPhone;PabloFerRiver/PruebaStarPhone;.github/workflows/maven.yml;sonar;false
arrowsmith001;MinesweeperApp;arrowsmith001/MinesweeperApp;.github/workflows/build.yml;sonar;false
EmiliasOrganization;Webshop;EmiliasOrganization/Webshop;.github/workflows/sonarqube.yml;sonar;false
oneteme;assertapi-server;oneteme/assertapi-server;.github/workflows/main.yml;sonar;false
fugerit-org;fj-universe;fugerit-org/fj-universe;.github/workflows/build_maven_package.yml;sonar;false
jeffersoncleyson;totem-food-service;jeffersoncleyson/totem-food-service;.github/workflows/build.yml;sonar;false
DiSSCo;translator-service;DiSSCo/translator-service;.github/workflows/build.yaml;sonar;false
danrodgar;IntroUnitTesting;danrodgar/IntroUnitTesting;.github/workflows/quality.yml;sonar;false
Dajana11-99;ISA-FishingBooker;Dajana11-99/ISA-FishingBooker;.github/workflows/sonarCloud.yml;sonar;false
RAF-SI-2021;Bolnica-Back;RAF-SI-2021/Bolnica-Back;.github/workflows/eureka.yaml;sonar;false
java-injection;student-suite-server;java-injection/student-suite-server;.github/workflows/main.yml;sonar;false
forcemagic;se-lab;forcemagic/se-lab;.github/workflows/sonarcloud.yml;sonar;false
